scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Camelus dromedarius,Camelidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,One-humped Camel,1.0,0.7,434000.0,40.0,395.755,472.63934,36875.595,253484.0,-999.0,-999.0,-999.0,34.2,1.672019165,-999.0,-999.0,407000.0,-999.0,-999.0,-999.0,345.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2191.0,Camelus,1252.0934,dromedarius,Artiodactyla,Camelidae,camelus_dromedarius,One-hump Camel,HLcamDro2,vs_HLcamDro2,HLcamDro1,Artiodactyla,Camelidae,Camelus,dromedarius,25.0,-,Omnivore,Omnivore,Omnivore,_Omnivore,Omnivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,domestic,1.0,0.0,A,100.0,0.0,601000.0,Ref_1,,G,0.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,5120.0,ABC,Ref_117,0.0,0.0,Ref_1
Lama glama,Camelidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Guanaco,1.0,0.685,112500.0,61.46666667,337.55018,213.026,9999.995,29000.0,-999.0,-999.0,-999.0,28.66666667,1.499657769,-999.0,-999.0,115000.0,-999.0,-999.0,-999.0,174.755,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,730.0,Lama,676.66,glama,Artiodactyla,Camelidae,lama_glama,Llama,HLlamGla1,vs_HLlamGla1,,Artiodactyla,Camelidae,Lama,glama,313.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,142500.0,Ref_1,,G,0.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,5121.0,ABC,Ref_117,0.0,0.0,Ref_1
Neotragus moschatus,Bovidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Suni,1.0,-999.0,6500.0,14.0,180.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.4875,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,60.9995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,183.0,Neotragus,184.1378,moschatus,Artiodactyla,Bovidae,neotragus_moschatus,Suni,HLneoMos1,vs_HLneoMos1,,Artiodactyla,Bovidae,Neotragus,moschatus,363.0,-,,,,,,H-Nonspecific-Herbivore,H-All-plants-Eater,H-All-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,20.0,80.0,100.0,-,,,,,A,80.0,20.0,6499.95,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5123.0,ABC,Ref_117,0.0,0.0,Ref_1
Neotragus pygmaeus,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,pygmaeus,CETARTIODACTYLA,2.0,0.0,0.0,Neotragus,0.0,0.0,0.0,0.0,0.0,Herbivore,Neotragus pygmaeus,4200.0,,500.0,,5803.5,585.994,327.0,188.0,4.0,1.0,,264.819,800.0,,,1560.588,2.334,,0.0,,,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,2.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Afrotropical,2.0,Mammalia,-999.0,Royal Antelope,1.0,-999.0,4200.0,15.9,188.0,-999.0,800.0,-999.0,-999.0,-999.0,-999.0,12.0,0.725530459,-999.0,-999.0,4200.0,-999.0,-999.0,-999.0,50.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,685.0,Neotragus,486.988,pygmaeus,Cetartiodactyla,Bovidae,neotragus_pygmaeus,Royal antelope,HLneoPyg1,vs_HLneoPyg1,,Artiodactyla,Bovidae,Neotragus,pygmaeus,364.0,-,,,,,,H-Nonspecific-Herbivore,H-All-plants-Eater,H-All-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,20.0,80.0,100.0,-,,,,,A,80.0,20.0,4000.0,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5124.0,ABC,Ref_117,0.0,0.0,Ref_1
Oreotragus oreotragus,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,oreotragus,CETARTIODACTYLA,0.0,0.0,0.0,Oreotragus,0.0,0.0,0.0,0.0,0.0,Herbivore,Oreotragus oreotragus,13000.0,58.5,987.495,,9453.5,371.23,576.23,206.66,4.0,1.0,1.05,364.75,1130.0,136.962,,2700.065,4.345,0.241,0.0,1.0,,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,4380.0,,,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Klipspringer,1.0,1.05,13000.0,25.9,206.66044,136.962,1130.0,-999.0,-999.0,-999.0,-999.0,17.83166667,0.999315537,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,98.7495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.0,Oreotragus,365.232,oreotragus,Cetartiodactyla,Bovidae,oreotragus_oreotragus,Klipspringer,HLoreOre1,vs_HLoreOre1,,Artiodactyla,Bovidae,Oreotragus,oreotragus,371.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,12999.9,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,5126.0,ABC,Ref_117,0.0,0.0,Ref_1
Antidorcas marsupialis,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,marsupialis,CETARTIODACTYLA,0.0,0.0,0.0,Antidorcas,0.0,0.0,0.0,0.0,0.0,Herbivore,Antidorcas marsupialis,33571.24,136.033,1227.5,,7300.0,331.73,500.475,169.49,,1.0,1.05,364.75,3910.0,122.961,,2563.153,7.321,1.356,0.0,1.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,2000.0,0.0,2000.0,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Springbok,1.0,1.05,33571.24,20.0,169.49,122.96144,3910.0,-999.0,-999.0,-999.0,-999.0,19.79583333,0.999315537,33500.0,41000.0,-999.0,-999.0,-999.0,-999.0,122.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,565.25,Antidorcas,213.08,marsupialis,Cetartiodactyla,Bovidae,antidorcas_marsupialis,Springbok,HLantMar1,vs_HLantMar1,,Artiodactyla,Bovidae,Antidorcas,marsupialis,246.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,31500.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5128.0,ABC,Ref_117,0.0,0.0,Ref_1
Eudorcas thomsonii,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,thomsonii,CETARTIODACTYLA,0.0,0.0,0.0,Eudorcas,0.0,0.0,0.0,0.0,0.0,Herbivore,Eudorcas thomsonii,23197.67,89.757,932.5,,7300.0,418.38,552.51,170.746,,1.0,1.5,193.767,2576.875,101.98,,2190.0,5.974,5.954,0.0,1.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,1000.0,500.0,500.0,0.0,,0.0,0.0,Afrotropical,2.0,Mammalia,-999.0,Thomson's Gazelle,1.0,1.5,23197.67,20.0,170.74596,101.9803,2576.875,-999.0,-999.0,-999.0,-999.0,14.835,0.530869268,-999.0,-999.0,16500.0,-999.0,-999.0,-999.0,93.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,730.5,180.0,Eudorcas,365.0,thomsonii,Cetartiodactyla,Bovidae,eudorcas_thomsonii,Thomson's gazelle,HLeudTho1,vs_HLeudTho1,,Artiodactyla,Bovidae,Eudorcas,thomsonii,289.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,22907.43,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,5132.0,ABC,Ref_58,0.0,0.0,Ref_1
Litocranius walleri,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,walleri,CETARTIODACTYLA,0.0,0.0,0.0,Litocranius,0.0,0.0,0.0,0.0,0.0,Herbivore,Litocranius walleri,41333.33,155.0,1550.0,,6314.5,841.82,562.7,204.15,,1.0,1.35,240.605,,241.0,,2555.0,8.209,0.053,0.0,1.0,,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,1600.0,0.0,1600.0,0.0,,0.0,0.0,Afrotropical,1.0,Mammalia,-999.0,Gerenuk,1.0,1.35,41333.33,17.3,204.15,241.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.0,0.659192334,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,155.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Litocranius,360.058,walleri,Cetartiodactyla,Bovidae,litocranius_walleri,Gerenuk,HLlitWal1,vs_HLlitWal1,,Artiodactyla,Bovidae,Litocranius,walleri,318.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,37999.69,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5144.0,ABC,Ref_117,0.0,0.0,Ref_1
Madoqua kirkii,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,kirkii,CETARTIODACTYLA,0.0,0.0,0.0,Madoqua,0.0,0.0,0.0,0.0,0.0,Herbivore,Madoqua kirkii,4833.4,35.335,687.135,,6314.5,233.47,501.87,172.0,4.0,1.0,2.0,213.104,625.82,71.0,1780.0,2131.079,2.521,1.958,0.0,1.0,,2.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,2000.0,0.0,2000.0,0.0,,1.0,0.0,Afrotropical,1.0,Mammalia,-999.0,Kirk's Dikdik,1.0,2.0,4833.4,17.3,172.0,71.0,625.82,1780.0,-999.0,-999.0,-999.0,16.85833333,0.58384668,-999.0,-999.0,4290.0,-999.0,-999.0,-999.0,68.7135,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,304.0,Madoqua,233.47,kirkii,Cetartiodactyla,Bovidae,madoqua_kirkii,Kirk's dik-dik,HLmadKir1,vs_HLmadKir1,,Artiodactyla,Bovidae,Madoqua,kirkii,327.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,5300.05,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5145.0,ABC,Ref_117,0.0,0.0,Ref_1
Nanger granti,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,granti,CETARTIODACTYLA,0.0,0.0,0.0,Nanger,0.0,0.0,0.0,0.0,0.0,Herbivore,Nanger granti,61232.23,146.2,1614.995,,7190.5,249.81,443.415,196.0,,1.0,,,5602.5,,,2016.277,10.189,1.277,0.0,1.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,2500.0,0.0,2500.0,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Grant's Gazelle,1.0,-999.0,61232.23,19.7,196.0,-999.0,5602.5,-999.0,-999.0,-999.0,-999.0,19.66666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,161.4995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nanger,251.0,granti,Cetartiodactyla,Bovidae,nanger_granti,Grant's gazelle,HLnanGra1,vs_HLnanGra1,,Artiodactyla,Bovidae,Nanger,granti,359.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,55464.46,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,5149.0,ABC,Ref_58,0.0,0.0,Ref_61
Procapra przewalskii,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,przewalskii,CETARTIODACTYLA,0.0,0.0,0.0,Procapra,0.0,0.0,0.0,0.0,0.0,Herbivore,Procapra przewalskii,25348.83,,980.0,,2044.0,730.5,505.0,175.03,,1.0,,,,,,2667.139,6.273,10.029,,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,4800.0,3100.0,1700.0,,,,,Palearctic,2.0,Mammalia,-999.0,Przewalski's Gazelle,1.0,-999.0,25348.83,5.6,175.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.5875,-999.0,-999.0,-999.0,16500.0,-999.0,-999.0,-999.0,98.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,730.5,-999.0,Procapra,-999.0,przewalskii,Cetartiodactyla,Bovidae,procapra_przewalskii,Przewalski's gazelle,HLproPrz1,vs_HLproPrz1,,Artiodactyla,Bovidae,Procapra,przewalskii,402.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,-999.0,,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,27500.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,5154.0,ABC,Ref_117,0.0,0.0,Ref_1
Raphicerus campestris,Bovidae,1.0,0.0,0.0,BOVIDAE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,campestris,CETARTIODACTYLA,1.0,0.0,0.0,Raphicerus,0.0,0.0,0.0,0.0,0.0,Herbivore,Raphicerus campestris,11333.33,50.458,887.495,,5110.0,233.81,437.31,198.747,4.0,1.0,1.42,216.851,920.0,91.0,,1744.588,4.029,0.288,0.0,1.0,0.43,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,3500.0,0.0,3500.0,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Steenbok,1.0,1.42,11333.33,14.0,198.74708,91.0,920.0,-999.0,-999.0,-999.0,-999.0,9.316666667,0.594113621,-999.0,-999.0,9600.0,-999.0,-999.0,-999.0,88.7495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,243.0,Raphicerus,233.81,campestris,Cetartiodactyla,Bovidae,raphicerus_campestris,Steenbok,HLrapCam1,vs_HLrapCam1,,Artiodactyla,Bovidae,Raphicerus,campestris,413.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,10.0,90.0,100.0,-,,,,,A,90.0,10.0,10500.02,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,5158.0,ABC,Ref_117,0.0,0.0,Ref_1
Saiga tatarica,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,tatarica,CETARTIODACTYLA,0.0,0.0,0.0,Saiga,0.0,0.0,0.0,0.0,0.0,Herbivore,Saiga tatarica,37992.005,91.6,1280.0,,4380.0,332.65,482.895,149.422,,1.575,1.05,364.75,3345.895,86.257,14500.0,1700.198,7.837,0.75,0.0,2.0,,27.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,1600.0,0.0,1600.0,0.0,,0.0,0.0,Palearctic,2.0,Mammalia,-999.0,Steppe Saiga,1.575,1.05,37992.005,12.0,149.42192,86.25656,3345.895,14500.0,-999.0,-999.0,-999.0,12.0,0.999315537,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,128.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,669.0,Saiga,305.57,tatarica,Cetartiodactyla,Bovidae,saiga_tatarica,Saiga,HLsaiTat1,vs_HLsaiTat1,,Artiodactyla,Bovidae,Saiga,tatarica,209.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,1.0,,,0.0,A,100.0,0.0,29000.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,5160.0,ABC,Ref_117,0.0,0.0,Ref_1
Tragelaphus scriptus,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,scriptus,CETARTIODACTYLA,0.0,0.0,0.0,Tragelaphus,0.0,0.0,0.0,0.0,0.0,Herbivore,Tragelaphus scriptus,43250.39,150.5,1373.55,,5584.5,431.61,644.15,187.79,,1.0,1.5,235.559,3800.0,,,1914.548,8.416,0.872,0.0,1.0,0.02,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,4000.0,0.0,4000.0,0.0,,1.0,0.0,Afrotropical,2.0,Mammalia,-999.0,Bushbuck,1.0,1.5,43250.39,15.3,187.79012,-999.0,3800.0,-999.0,-999.0,-999.0,-999.0,14.1125,0.645366188,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,137.355,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tragelaphus,496.0,scriptus,Cetartiodactyla,Bovidae,tragelaphus_scriptus,Harnessed bushbuck,HLtraScr1,vs_HLtraScr1,,Artiodactyla,Bovidae,Tragelaphus,scriptus,439.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,43250.39,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5165.0,ABC,Ref_117,0.0,0.0,Ref_1
Tragelaphus strepsiceros,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,strepsiceros,CETARTIODACTYLA,0.0,0.0,0.0,Tragelaphus,0.0,0.0,0.0,0.0,0.0,Herbivore,Tragelaphus strepsiceros,206056.41,380.0,2324.995,,8577.5,665.38,912.5,225.536,,1.0,1.0,364.75,15758.285,182.808,,3100.067,19.861,0.443,0.0,1.0,835.1,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,2400.0,0.0,2400.0,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Greater Kudu,1.0,1.0,206056.41,23.5,225.5363175,182.808,15758.285,-999.0,-999.0,-999.0,-999.0,23.0,0.999315537,-999.0,248000.0,-999.0,-999.0,-999.0,-999.0,232.4995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tragelaphus,560.022,strepsiceros,Cetartiodactyla,Bovidae,tragelaphus_strepsiceros,Greater kudu,HLtraStr1,vs_HLtraStr1,,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,440.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,213501.04,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5166.0,ABC,Ref_117,0.0,0.0,Ref_1
Tragelaphus imberbis,Bovidae,1.0,0.0,0.0,BOVIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,imberbis,CETARTIODACTYLA,0.0,0.0,0.0,Tragelaphus,0.0,0.0,0.0,0.0,0.0,Herbivore,Tragelaphus imberbis,82500.0,214.0,1712.5,,7227.0,666.44,1115.07,235.0,,1.0,1.31,258.363,5891.21,274.0,,2555.0,12.005,0.142,0.0,1.0,,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,1740.0,,,0.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Lesser Kudu,1.0,1.31,82500.0,19.8,235.0,274.0,5891.21,-999.0,-999.0,-999.0,-999.0,18.91666667,0.707843943,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,171.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,504.0,Tragelaphus,666.44,imberbis,Cetartiodactyla,Bovidae,tragelaphus_imberbis,Lesser kudu,HLtraImb1,vs_HLtraImb1,,Artiodactyla,Bovidae,Tragelaphus,imberbis,438.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,81575.55,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,5168.0,ABC,Ref_117,0.0,0.0,Ref_1
